tmk,building_value,land_value,total_value,land_class,n
35007035,2443700,2474300,4918000,RESIDENTIAL,1
35007036,1435400,2474300,3909700,RESIDENTIAL,1
35007037,2427900,2748700,5176600,RESIDENTIAL A,1
35007038,221200,2522600,2743800,RESIDENTIAL A,1
35007039,3012700,2479500,5492200,RESIDENTIAL A,1
35007040,3209400,4305800,7515200,RESIDENTIAL,1
35007042,327200,2351300,2678500,RESIDENTIAL,1
35007043,132100,2398400,2530500,RESIDENTIAL A,1
35007047,2348800,2468500,4817300,RESIDENTIAL,1
35007049,1159500,2116500,3276000,RESIDENTIAL,1
35007050,1554400,2400000,3954400,RESIDENTIAL,1
35008001,2782800,2896100,5678900,RESIDENTIAL A,2
35008001,2782800,2896100,5678900,RESIDENTIAL A,2
35008002,3172500,2325200,5497700,RESIDENTIAL,1
35008003,1875100,2258200,4133300,RESIDENTIAL,1
35008007,2357100,3558100,5915200,RESIDENTIAL A,1
35008008,338800,2249100,2587900,RESIDENTIAL,1
35008009,234100,2472000,2706100,RESIDENTIAL A,1
35008010,1395400,2174900,3570300,RESIDENTIAL,1
35008011,396100,2467700,2863800,RESIDENTIAL A,1
35008012,1870700,2293600,4164300,RESIDENTIAL A,1
35008013,3089900,2251100,5341000,RESIDENTIAL,1
35008014,1005200,2038400,3043600,RESIDENTIAL,1
35008015,316100,2059500,2375600,RESIDENTIAL,1
35008016,2913400,2184500,5097900,RESIDENTIAL,1
35008017,421800,1831200,2253000,RESIDENTIAL,1
35008018,264100,1816800,2080900,RESIDENTIAL,1
35008019,226400,1866000,2092400,RESIDENTIAL,1
35008020,880300,2757700,3638000,RESIDENTIAL,1
35008021,440300,2617700,3058000,RESIDENTIAL,1
35008022,448600,2611000,3059600,RESIDENTIAL,1
35008023,163400,2592500,2755900,RESIDENTIAL A,1
35008024,1617700,2642300,4260000,RESIDENTIAL,1
35008029,79000,2072000,2151000,RESIDENTIAL A,1
35008030,20000,2153500,2173500,RESIDENTIAL A,1
35008031,439000,2588500,3027500,RESIDENTIAL,1
35008033,1330800,2376000,3706800,RESIDENTIAL,1
35008034,3148400,2452700,5601100,RESIDENTIAL,1
35008035,0,38800,38800,RESIDENTIAL,1
35008040,4357500,2464800,6822300,RESIDENTIAL A,1
35008041,815200,1824800,2640000,RESIDENTIAL A,1
35008042,1580800,2246400,3827200,RESIDENTIAL,2
35008042,1580800,2246400,3827200,RESIDENTIAL,2
35009002,118300,1983800,2102100,RESIDENTIAL,1
35009003,130700,2250000,2380700,RESIDENTIAL,1
35009004,306300,2250000,2556300,RESIDENTIAL,1
35009005,887600,2250000,3137600,RESIDENTIAL,1
35009006,132700,2250000,2382700,RESIDENTIAL,1
35009007,846800,2250000,3096800,RESIDENTIAL,1
35009008,2569800,2250200,4820000,RESIDENTIAL A,1
35009009,1283900,2250000,3533900,RESIDENTIAL,1
35009010,2601300,2250000,4851300,RESIDENTIAL,1
35009011,138400,2250000,2388400,RESIDENTIAL,1
35009012,1709800,2250000,3959800,RESIDENTIAL,1
35009013,3546400,2250000,5796400,RESIDENTIAL,1
35009014,1393700,2262700,3656400,RESIDENTIAL,1
35009015,1831700,2250000,4081700,RESIDENTIAL,1
35009016,226800,2536900,2763700,RESIDENTIAL,1
35009017,2848700,2052000,4900700,RESIDENTIAL,1
35009018,1828800,2052000,3880800,RESIDENTIAL,1
35009020,1020800,1988800,3009600,RESIDENTIAL,1
35009021,260600,2052000,2312600,RESIDENTIAL,1
35009022,388800,1926300,2315100,RESIDENTIAL,1
35009023,975800,2052000,3027800,RESIDENTIAL,1
35009024,537800,2052000,2589800,RESIDENTIAL,1
35009025,782600,2052000,2834600,RESIDENTIAL,1
35009026,674400,2052000,2726400,RESIDENTIAL,1
35009027,185600,2052000,2237600,RESIDENTIAL,1
35009028,638100,2052000,2690100,RESIDENTIAL A,1
35009029,1600,2052000,2053600,RESIDENTIAL,1
35009030,1286900,2052000,3338900,RESIDENTIAL A,1
35009031,73900,2054600,2128500,RESIDENTIAL,1
35009032,404400,2145600,2550000,RESIDENTIAL,1
35009033,89400,2210000,2299400,RESIDENTIAL,1
35009034,1011600,2157500,3169100,RESIDENTIAL,1
35009035,189700,2052000,2241700,RESIDENTIAL,1
35009036,54600,1957400,2012000,RESIDENTIAL,1
35009037,133700,1814400,1948100,RESIDENTIAL,1
35009038,980600,1814500,2795100,RESIDENTIAL,1
35009039,75400,2039500,2114900,RESIDENTIAL,1
35009040,438300,2030000,2468300,RESIDENTIAL,1
35009041,714600,2036500,2751100,RESIDENTIAL,1
35009042,253500,2063200,2316700,RESIDENTIAL,1
35009043,89000,2052500,2141500,RESIDENTIAL,1
35009044,3118900,2052000,5170900,RESIDENTIAL,1
35009045,288600,2052000,2340600,RESIDENTIAL,1
35009046,790000,2044800,2834800,RESIDENTIAL A,1
35009047,197500,2052000,2249500,RESIDENTIAL,1
35009048,1978000,2052000,4030000,RESIDENTIAL,1
35009049,1196900,2052000,3248900,RESIDENTIAL A,1
35009050,769600,2052000,2821600,RESIDENTIAL A,1
35009051,46500,1685800,1732300,RESIDENTIAL,1
35009052,202800,1551400,1754200,RESIDENTIAL A,2
35009052,202800,1551400,1754200,RESIDENTIAL A,2
35009053,177800,2148000,2325800,RESIDENTIAL A,1
35009054,684600,2147900,2832500,RESIDENTIAL,1
35009055,83600,2254800,2338400,RESIDENTIAL,1
35009056,1995200,2633500,4628700,RESIDENTIAL,1
35009057,235000,2213800,2448800,RESIDENTIAL A,1
35009058,1345100,2120400,3465500,RESIDENTIAL,1
35009059,292100,2173700,2465800,RESIDENTIAL,1
35009060,49200,2418000,2467200,RESIDENTIAL A,1
35009061,1158100,2137800,3295900,RESIDENTIAL A,1
35009062,1005500,1956800,2962300,RESIDENTIAL,1
35009063,458000,1736300,2194300,RESIDENTIAL,1
35009064,2309100,2015300,4324400,RESIDENTIAL A,1
35009065,68600,1956800,2025400,RESIDENTIAL,1
35010001,1008900,2250000,3258900,RESIDENTIAL,1
35010002,72000,2250000,2322000,RESIDENTIAL A,1
35010003,37500,2250000,2287500,RESIDENTIAL A,1
35010004,73700,2250000,2323700,RESIDENTIAL,1
35010005,158900,2250000,2408900,RESIDENTIAL,1
35010006,1173600,2250000,3423600,RESIDENTIAL A,2
35010006,1173600,2250000,3423600,RESIDENTIAL A,2
35010007,2756700,2250000,5006700,RESIDENTIAL A,1
35010008,233600,2250000,2483600,RESIDENTIAL,1
35010009,2083800,2250000,4333800,RESIDENTIAL A,1
35010010,324900,2250000,2574900,RESIDENTIAL A,1
35010011,1840600,2250000,4090600,RESIDENTIAL A,1
35010012,407500,2163600,2571100,RESIDENTIAL,1
35010013,130700,1951300,2082000,RESIDENTIAL,1
35010014,293300,1785200,2078500,RESIDENTIAL,2
35010014,293300,1785200,2078500,RESIDENTIAL,2
35010015,1545300,1864700,3410000,RESIDENTIAL,1
35010016,213400,1889800,2103200,RESIDENTIAL A,1
35010017,268100,1903700,2171800,RESIDENTIAL,1
35010018,1352600,1895800,3248400,RESIDENTIAL,1
35010019,254000,1881600,2135600,RESIDENTIAL,1
35010020,1197300,1881900,3079200,RESIDENTIAL,1
35010021,197500,1882300,2079800,RESIDENTIAL,1
35010022,1399000,1882600,3281600,RESIDENTIAL,1
35010023,152900,1882900,2035800,RESIDENTIAL,1
35010024,273200,1883200,2156400,RESIDENTIAL A,1
35010025,749100,1864600,2613700,RESIDENTIAL,1
35010026,46100,1864900,1911000,RESIDENTIAL,1
35010027,44200,2062400,2106600,RESIDENTIAL,1
35010028,1859000,2190600,4049600,RESIDENTIAL,1
35010029,1097800,1799300,2897100,RESIDENTIAL,1
35010030,511600,1816300,2327900,RESIDENTIAL A,1
35010031,606900,1816300,2423200,RESIDENTIAL,1
35010032,205900,1816300,2022200,RESIDENTIAL,2
35010032,205900,1816300,2022200,RESIDENTIAL,2
35010033,148900,1816300,1965200,RESIDENTIAL,1
35010034,165700,1816300,1982000,RESIDENTIAL,1
35010035,237300,1816300,2053600,RESIDENTIAL,1
35010036,416600,1815200,2231800,RESIDENTIAL,1
35010037,114300,1798200,1912500,RESIDENTIAL,1
35010038,494600,2005700,2500300,RESIDENTIAL,1
35010039,1767500,2098100,3865600,RESIDENTIAL A,1
35010040,491500,1852500,2344000,RESIDENTIAL,1
35010041,469700,1844400,2314100,RESIDENTIAL A,1
35010042,501000,1827400,2328400,RESIDENTIAL,1
35010043,349400,1827500,2176900,RESIDENTIAL,1
35010044,260000,1827600,2087600,RESIDENTIAL,2
35010044,260000,1827600,2087600,RESIDENTIAL,2
35010045,129700,1827700,1957400,RESIDENTIAL,1
35010046,50600,1827900,1878500,RESIDENTIAL,1
35010047,78700,1944800,2023500,RESIDENTIAL,1
35010048,618200,1934900,2553100,RESIDENTIAL,1
35010049,1411900,1954000,3365900,RESIDENTIAL A,1
35010050,53700,1935400,1989100,RESIDENTIAL,1
35010051,505600,2025000,2530600,RESIDENTIAL,1
35011001,879700,2011600,2891300,RESIDENTIAL A,1
35011002,309400,1826400,2135800,RESIDENTIAL,1
35011003,247900,1863300,2111200,RESIDENTIAL,1
35011004,551700,1826400,2378100,RESIDENTIAL,1
35011005,583100,1826400,2409500,RESIDENTIAL,1
35011006,803800,1826400,2630200,RESIDENTIAL,1
35011007,437500,1826400,2263900,RESIDENTIAL,2
35011007,437500,1826400,2263900,RESIDENTIAL,2
35011008,246700,1826400,2073100,RESIDENTIAL A,1
35011009,256400,1789000,2045400,RESIDENTIAL,1
35011010,242200,1791700,2033900,RESIDENTIAL A,1
35011011,557600,1960700,2518300,RESIDENTIAL,1
35011012,34200,2046800,2081000,RESIDENTIAL,1
35011013,360800,1776200,2137000,RESIDENTIAL,1
35011014,1325000,1811200,3136200,RESIDENTIAL,1
35011015,974400,1824300,2798700,RESIDENTIAL,1
35011016,385900,1842400,2228300,RESIDENTIAL A,1
35011018,60400,1837200,1897600,RESIDENTIAL A,1
35011019,0,1840200,1840200,RESIDENTIAL A,1
35011020,282900,1838600,2121500,RESIDENTIAL A,1
35011021,647800,1857800,2505600,RESIDENTIAL,1
35011022,1842600,1846300,3688900,RESIDENTIAL,1
35011023,981800,1973000,2954800,RESIDENTIAL,1
35011024,64400,3497200,3561600,RESIDENTIAL,1
35011029,0,100,100,RESIDENTIAL,1
35012001,212600,2449800,2662400,RESIDENTIAL,1
35012002,1670400,2147400,3817800,RESIDENTIAL,1
35012003,370300,2112200,2482500,RESIDENTIAL,1
35012004,58900,2117600,2176500,RESIDENTIAL,1
35012005,87400,2229600,2317000,RESIDENTIAL,1
35012006,1380500,2206100,3586600,RESIDENTIAL,1
35012007,90400,2210600,2301000,RESIDENTIAL,1
35012008,255300,2173400,2428700,RESIDENTIAL,2
35012008,255300,2173400,2428700,RESIDENTIAL,2
35012009,300200,2194000,2494200,RESIDENTIAL A,1
35012010,2412100,2377700,4789800,RESIDENTIAL,1
35012011,1944600,2161300,4105900,RESIDENTIAL,1
35012012,371500,2551000,2922500,RESIDENTIAL,1
35012013,967200,2100000,3067200,RESIDENTIAL,1
35012014,455900,2100000,2555900,RESIDENTIAL,1
35012015,2031200,2100000,4131200,RESIDENTIAL,1
35012016,347600,2100000,2447600,RESIDENTIAL,1
35012017,208300,2083200,2291500,RESIDENTIAL,1
35012018,342500,2164300,2506800,RESIDENTIAL,1
35012019,988400,2193200,3181600,RESIDENTIAL,1
35012020,882900,2217800,3100700,RESIDENTIAL,1
35012021,556500,2188300,2744800,RESIDENTIAL,1
35012022,234000,2387800,2621800,RESIDENTIAL,1
35012023,366300,2202000,2568300,RESIDENTIAL,1
35012024,358400,2328200,2686600,RESIDENTIAL,1
35012025,1871300,2375800,4247100,RESIDENTIAL A,1
35012026,502900,2128200,2631100,RESIDENTIAL,2
35012026,502900,2128200,2631100,RESIDENTIAL,2
35012027,1159700,2164900,3324600,RESIDENTIAL A,1
35012028,533400,2030800,2564200,RESIDENTIAL A,1
35012029,1053900,2324600,3378500,RESIDENTIAL,1
35012030,1245600,2298700,3544300,RESIDENTIAL,1
35012031,102500,2559100,2661600,RESIDENTIAL A,1
35012032,1507900,2328600,3836500,RESIDENTIAL,1
35012033,725900,2549900,3275800,RESIDENTIAL,1
35012034,2725800,2260100,4985900,RESIDENTIAL,1
35012035,1945200,2227200,4172400,RESIDENTIAL A,2
35012035,1945200,2227200,4172400,RESIDENTIAL A,2
35012036,2115600,2216400,4332000,RESIDENTIAL,1
35012037,33300,2205700,2239000,RESIDENTIAL,1
35012038,1808500,2312600,4121100,RESIDENTIAL,1
35012039,1305500,2102400,3407900,RESIDENTIAL,1
35012040,193500,2399000,2592500,RESIDENTIAL,1
35012041,3113500,2448000,5561500,RESIDENTIAL A,1
35012042,389400,2448900,2838300,RESIDENTIAL,1
35012043,1686900,2449000,4135900,RESIDENTIAL A,1
35012044,289300,2467500,2756800,RESIDENTIAL A,1
35012045,743300,2648500,3391800,RESIDENTIAL,1
35013001,1209300,2144600,3353900,RESIDENTIAL,1
35013002,17700,2548400,2566100,RESIDENTIAL,1
35013003,518900,2566300,3085200,RESIDENTIAL A,2
35013003,518900,2566300,3085200,RESIDENTIAL A,2
35013004,137900,2566300,2704200,RESIDENTIAL A,1
35013005,854200,2476100,3330300,RESIDENTIAL,1
35013006,310600,2520000,2830600,RESIDENTIAL,1
35013007,2951800,2520000,5471800,RESIDENTIAL A,1
35013008,47200,2520000,2567200,RESIDENTIAL A,1
35013009,1711600,2268000,3979600,RESIDENTIAL A,1
35013010,181800,2520000,2701800,RESIDENTIAL A,1
35013011,1730500,2520000,4250500,RESIDENTIAL,1
35013012,2060900,2520000,4580900,RESIDENTIAL,1
35013013,236300,2937500,3173800,RESIDENTIAL A,1
35013014,2606000,3678500,6284500,RESIDENTIAL,1
35013015,165300,3161300,3326600,RESIDENTIAL,2
35013015,165300,3161300,3326600,RESIDENTIAL,2
35013016,4005000,3206000,7211000,RESIDENTIAL,1
35013017,0,2677800,2677800,RESIDENTIAL A,1
35013018,1659300,2458600,4117900,RESIDENTIAL,1
35013019,109500,2198300,2307800,RESIDENTIAL,1
35013020,473100,2599900,3073000,RESIDENTIAL,1
35013021,650800,2173200,2824000,RESIDENTIAL,1
35013022,502600,2173200,2675800,RESIDENTIAL A,1
35013023,800000,2173200,2973200,RESIDENTIAL,1
35013024,124300,2173200,2297500,RESIDENTIAL A,1
35013025,442000,2218300,2660300,RESIDENTIAL,1
35013026,213000,2190200,2403200,RESIDENTIAL,1
35013027,932100,2230900,3163000,RESIDENTIAL,1
35013028,636300,2281300,2917600,RESIDENTIAL,1
35013029,372800,2289500,2662300,RESIDENTIAL,1
35013030,3065400,2279400,5344800,RESIDENTIAL A,1
35013031,433600,2385300,2818900,RESIDENTIAL,1
35013032,3444200,2498300,5942500,RESIDENTIAL A,1
35014001,258500,2266600,2525100,RESIDENTIAL,1
35014002,1331300,2100200,3431500,RESIDENTIAL,1
35014003,1104300,2268300,3372600,RESIDENTIAL,1
35014004,1726200,2144600,3870800,RESIDENTIAL,1
35014005,131900,2144100,2276000,RESIDENTIAL,1
35014006,23700,2149200,2172900,RESIDENTIAL,1
35014007,778500,2149200,2927700,RESIDENTIAL,1
35014008,2421900,2149200,4571100,RESIDENTIAL,1
35014009,1151400,2263900,3415300,RESIDENTIAL A,1
35014010,1382500,2210300,3592800,RESIDENTIAL,1
35014011,228200,2557400,2785600,RESIDENTIAL,1
35014012,2193400,2156000,4349400,RESIDENTIAL,1
35014013,3043200,2093500,5136700,RESIDENTIAL,1
35014014,559000,2258100,2817100,RESIDENTIAL,1
35014015,363100,2167300,2530400,RESIDENTIAL,1
35014016,1555400,2203400,3758800,RESIDENTIAL,1
35014017,414700,2145000,2559700,RESIDENTIAL,1
35014018,1137300,2118800,3256100,RESIDENTIAL,1
35014019,184200,2206000,2390200,RESIDENTIAL,1
35014020,219400,2126300,2345700,RESIDENTIAL,1
35014021,562500,2249600,2812100,RESIDENTIAL,1
35014022,834400,2248900,3083300,RESIDENTIAL,1
35014023,1074100,2101300,3175400,RESIDENTIAL,1
35014024,521000,2121700,2642700,RESIDENTIAL,1
35014025,536000,2117800,2653800,RESIDENTIAL,1
35014026,340500,2229700,2570200,RESIDENTIAL,1
35014027,1019900,2181500,3201400,RESIDENTIAL,1
35014028,154400,2508400,2662800,RESIDENTIAL,1
35014029,765100,2130400,2895500,RESIDENTIAL,1
35014030,113700,2124600,2238300,RESIDENTIAL,1
35014031,1037000,2116800,3153800,RESIDENTIAL,1
35014032,1001700,2143300,3145000,RESIDENTIAL,1
35014033,2150100,2180000,4330100,RESIDENTIAL A,1
35014034,703400,2371700,3075100,RESIDENTIAL,1
35014035,1333500,2557700,3891200,RESIDENTIAL,2
35014035,1333500,2557700,3891200,RESIDENTIAL,2
35014036,1488900,2628600,4117500,RESIDENTIAL,1
35014037,363800,2448100,2811900,RESIDENTIAL,1
35014038,367000,2293200,2660200,RESIDENTIAL,2
35014038,367000,2293200,2660200,RESIDENTIAL,2
35014039,280900,2217700,2498600,RESIDENTIAL,1
35014040,294400,2239900,2534300,RESIDENTIAL,1
35014041,1009200,2381300,3390500,RESIDENTIAL,1
35014042,1737500,2295000,4032500,RESIDENTIAL A,1
35014043,428900,2169100,2598000,RESIDENTIAL,1
35014044,706300,2140700,2847000,RESIDENTIAL,1
35014045,1681000,2271500,3952500,RESIDENTIAL,1
35014046,174600,2389800,2564400,RESIDENTIAL,1
35014047,355100,2490400,2845500,RESIDENTIAL,1
35014048,654100,2338700,2992800,RESIDENTIAL A,1
35014049,683300,2322600,3005900,RESIDENTIAL,1
35015005,749400,1758700,2508100,RESIDENTIAL,1
35015006,858700,1748400,2607100,RESIDENTIAL,1
35015007,653600,1856900,2510500,RESIDENTIAL,1
35015008,747500,1890100,2637600,RESIDENTIAL,1
35015009,732600,1931500,2664100,RESIDENTIAL,1
35015010,1492800,1913800,3406600,RESIDENTIAL,1
35015011,698500,1894700,2593200,RESIDENTIAL,1
35015012,372000,1844400,2216400,RESIDENTIAL,1
35015013,473100,1867000,2340100,RESIDENTIAL,1
35015014,6000,1826400,1832400,RESIDENTIAL,1
35015015,427300,1845000,2272300,RESIDENTIAL,1
35015016,73500,1845000,1918500,RESIDENTIAL,1
35015017,28200,1845000,1873200,RESIDENTIAL,1
35015018,139700,1845000,1984700,RESIDENTIAL,1
35015019,592800,1899900,2492700,RESIDENTIAL A,1
35015020,1807000,2082900,3889900,RESIDENTIAL,1
35015021,15700,1844100,1859800,RESIDENTIAL,1
35015022,1543800,1768000,3311800,RESIDENTIAL A,1
35015023,8300,1780700,1789000,RESIDENTIAL A,1
35015024,2254100,1757200,4011300,RESIDENTIAL A,1
35015025,313500,1764800,2078300,RESIDENTIAL,1
35015026,52700,1786400,1839100,RESIDENTIAL A,1
35015027,433900,1868000,2301900,RESIDENTIAL,1
35015028,617200,1922400,2539600,RESIDENTIAL,1
35015029,36300,1882200,1918500,RESIDENTIAL A,1
35015030,157300,1886300,2043600,RESIDENTIAL,1
35015031,141800,2006300,2148100,RESIDENTIAL,1
35015032,487700,1844600,2332300,RESIDENTIAL,1
35015033,0,1864200,1864200,RESIDENTIAL A,1
35015034,35900,1838600,1874500,RESIDENTIAL,1
35015035,13300,1812900,1826200,RESIDENTIAL,1
35015036,241900,1822900,2064800,RESIDENTIAL,1
35015037,14800,1826700,1841500,RESIDENTIAL A,1
35015038,23500,1854700,1878200,RESIDENTIAL,1
35015039,1666000,1863200,3529200,RESIDENTIAL,1
35015040,47600,1776300,1823900,RESIDENTIAL,1
35015041,52000,1776300,1828300,RESIDENTIAL,1
35015042,85600,1776300,1861900,RESIDENTIAL A,1
35015043,601900,1776300,2378200,RESIDENTIAL,1
35015044,223300,1776300,1999600,RESIDENTIAL,1
35015045,4100,1776300,1780400,RESIDENTIAL,1
35015046,500900,1776300,2277200,RESIDENTIAL,1
35015047,93000,1776300,1869300,RESIDENTIAL A,1
35015048,148700,1776300,1925000,RESIDENTIAL A,1
35015049,22400,1936200,1958600,RESIDENTIAL,1
35015050,13800,1936300,1950100,RESIDENTIAL,1
35015051,32800,1797400,1830200,RESIDENTIAL,1
35015052,6900,1971800,1978700,RESIDENTIAL,1
35017015,239400,5161000,5400400,RESIDENTIAL,1
35017016,1263600,3226500,4490100,RESIDENTIAL,1
35017034,490000,5102900,5592900,RESIDENTIAL,1
35017043,100,15066600,15066700,RESIDENTIAL,1
35017044,96445900,65203800,161649700,RESIDENTIAL,1
35018001,65100,1549600,1614700,RESIDENTIAL A,1
35018002,317500,1533600,1851100,RESIDENTIAL,1
35018003,125200,1528200,1653400,RESIDENTIAL,1
35018004,366400,1537300,1903700,RESIDENTIAL,1
35018005,71100,1551500,1622600,RESIDENTIAL,1
35018006,114200,1631900,1746100,RESIDENTIAL,1
35018007,102800,1511900,1614700,RESIDENTIAL,1
35018008,51500,1467600,1519100,RESIDENTIAL,1
35018009,99500,1439400,1538900,RESIDENTIAL,1
35018010,90300,1454700,1545000,RESIDENTIAL,1
35018011,83400,1476600,1560000,RESIDENTIAL,1
35018012,53100,1594300,1647400,RESIDENTIAL A,1
35018013,103200,1546300,1649500,RESIDENTIAL,1
35018014,120300,1596200,1716500,RESIDENTIAL,1
35018015,86400,1531300,1617700,RESIDENTIAL,1
35018016,104500,1531300,1635800,RESIDENTIAL,2
35018016,104500,1531300,1635800,RESIDENTIAL,2
35018017,98700,1553100,1651800,RESIDENTIAL,1
35018018,312100,1536700,1848800,RESIDENTIAL,1
35018019,125400,1525600,1651000,RESIDENTIAL A,2
35018019,125400,1525600,1651000,RESIDENTIAL A,2
35018020,93100,1534800,1627900,RESIDENTIAL A,1
35018021,106600,1536200,1642800,RESIDENTIAL,1
35018022,277300,1531300,1808600,RESIDENTIAL,1
35018023,23100,1555100,1578200,RESIDENTIAL,1
35018024,567300,1518500,2085800,RESIDENTIAL,1
35018025,402700,1548600,1951300,RESIDENTIAL,1
35018026,93200,1549200,1642400,RESIDENTIAL,1
35018027,129000,1566500,1695500,RESIDENTIAL,1
35018028,163200,1564300,1727500,RESIDENTIAL,1
35018029,173000,1555100,1728100,RESIDENTIAL,1
35018030,117600,1476300,1593900,RESIDENTIAL,1
35018031,241400,1474600,1716000,RESIDENTIAL A,1
35018032,79300,1461300,1540600,RESIDENTIAL A,1
35018033,267300,1461300,1728600,RESIDENTIAL,1
35018034,86200,1461300,1547500,RESIDENTIAL,1
35018035,102600,1472700,1575300,RESIDENTIAL,1
35018036,109400,1461300,1570700,RESIDENTIAL A,1
35018037,113800,1403400,1517200,RESIDENTIAL,1
35018038,145200,1469600,1614800,RESIDENTIAL,1
35018039,71700,1378700,1450400,RESIDENTIAL,1
35018040,147600,1450500,1598100,RESIDENTIAL A,1
35018041,84900,1461300,1546200,RESIDENTIAL A,1
35018042,54300,1461300,1515600,RESIDENTIAL,1
35018043,360900,1461300,1822200,RESIDENTIAL,1
35018044,325900,1461300,1787200,RESIDENTIAL,1
35018045,122100,1435900,1558000,RESIDENTIAL,1
35018046,262000,1488600,1750600,RESIDENTIAL,1
35018047,91000,1468300,1559300,RESIDENTIAL,1
35018048,103400,1199500,1302900,RESIDENTIAL A,1
35018049,122600,1181300,1303900,RESIDENTIAL,1
35018050,75700,1097200,1172900,RESIDENTIAL,1
35018051,85200,1122700,1207900,RESIDENTIAL A,1
35018052,104600,1122700,1227300,RESIDENTIAL,1
35018053,54800,1122700,1177500,RESIDENTIAL,1
35018054,857300,1119600,1976900,RESIDENTIAL,1
35018055,200700,1097200,1297900,RESIDENTIAL A,1
35018056,69200,1104100,1173300,RESIDENTIAL,1
35018057,215500,1329100,1544600,RESIDENTIAL,1
35018058,30300,983100,1013400,RESIDENTIAL,1
35018059,69200,1163800,1233000,RESIDENTIAL,1
35018060,75000,1452000,1527000,RESIDENTIAL,1
35018061,1414800,1387800,2802600,RESIDENTIAL,1
35018062,151800,1421600,1573400,RESIDENTIAL A,1
35018063,665000,1422000,2087000,RESIDENTIAL,1
35018066,1339300,1334600,2673900,RESIDENTIAL,1
35018067,534500,1312800,1847300,RESIDENTIAL,1
35018068,87700,1312500,1400200,RESIDENTIAL,1
35018069,57100,1312500,1369600,RESIDENTIAL A,1
35019001,1136200,1113400,2249600,RESIDENTIAL,1
35019002,43300,1118000,1161300,RESIDENTIAL A,1
35019003,103200,1118000,1221200,RESIDENTIAL,1
35019004,52000,1118000,1170000,RESIDENTIAL,1
35019005,339000,1118000,1457000,RESIDENTIAL,2
35019005,339000,1118000,1457000,RESIDENTIAL,2
35019006,166500,1118000,1284500,RESIDENTIAL A,1
35019007,58500,1118000,1176500,RESIDENTIAL A,1
35019008,207600,1118000,1325600,RESIDENTIAL,2
35019008,207600,1118000,1325600,RESIDENTIAL,2
35019009,135700,1118000,1253700,RESIDENTIAL A,1
35019010,72300,1118000,1190300,RESIDENTIAL A,1
35019011,61800,1120600,1182400,RESIDENTIAL A,1
35019012,487200,1116800,1604000,RESIDENTIAL,1
35019013,0,1025700,1025700,RESIDENTIAL A,1
